"TimeNum","locType","Ptt","Time","Time_since","Argos_loc_class","Uplink","LON","LAT","mu.x","theta.x","gamma.x","mu.y","theta.y","gamma.y"
1.66666666666667,"p",196708,2020-01-06 18:30:00,1.66666666666667,"0",1,-11465.053255965,18360.7547350032,-11467.4634832848,-3173.28828968907,-22316.1963622741,18361.455574249,922.720047310491,6489.04224368642
1.75,"p",196708,NA,1.75,NA,NA,NA,NA,-13591.5872042818,-3173.28828968907,-22316.1963622741,18979.102431832,922.720047310491,6489.04224368642
1.83333333333333,"p",196708,NA,1.83333333333333,NA,NA,NA,NA,-15715.7109252787,-3173.28828968907,-22316.1963622741,19596.7492894151,922.720047310491,6489.04224368642
1.91666666666667,"p",196708,NA,1.91666666666667,NA,NA,NA,NA,-17839.8346462741,-3173.28828966247,-22316.196362087,20214.3961469977,922.720047302838,6489.04224363255
2,"p",196708,NA,2,NA,NA,NA,NA,-19963.9582346445,-3173.28604292776,-22316.1805548666,20832.0429664196,922.719400839472,6489.03769534795
2.08333333333333,"p",196708,NA,2.08333333333333,NA,NA,NA,NA,-22076.8823012264,-2983.49885492504,-20981.4004877186,21446.467295661,868.11105583576,6104.97525584415
2.1,"o",196708,2020-01-06 18:56:00,2.1,"2",2,-22413.357669128,21544.57549269,-22404.6327252341,-1338.37709014734,-9412.15648371606,21542.0650242474,394.752564941176,2776.1031931334
2.16666666666667,"p",196708,NA,2.16666666666667,NA,NA,NA,NA,-22246.9999366529,496.324097943551,3490.40604845881,21501.8789487336,-133.154489862494,-936.410773714896
2.25,"p",196708,NA,2.25,NA,NA,NA,NA,-21914.6442066866,496.534106908229,3491.88337734646,21412.7116174115,-133.214916712787,-936.835852385537
2.33333333333333,"p",196708,NA,2.33333333333333,NA,NA,NA,NA,-21582.2760814804,496.534109394353,3491.88339484182,21323.5407195498,-133.214917428131,-936.835857419559
2.41666666666667,"p",196708,NA,2.41666666666667,NA,NA,NA,NA,-21249.9079561274,496.534109394382,3491.88339484203,21234.3698216458,-133.214917428139,-936.835857419618
2.5,"p",196708,NA,2.5,NA,NA,NA,NA,-20917.5398307743,496.534109394382,3491.88339484203,21145.1989237418,-133.214917428139,-936.835857419618
2.58333333333333,"p",196708,NA,2.58333333333333,NA,NA,NA,NA,-20585.1717054213,496.534109394382,3491.88339484203,21056.0280258379,-133.214917428139,-936.835857419618
2.66666666666667,"p",196708,NA,2.66666666666667,NA,NA,NA,NA,-20252.8035800682,496.534109394382,3491.88339484203,20966.8571279339,-133.214917428139,-936.835857419618
2.75,"p",196708,NA,2.75,NA,NA,NA,NA,-19920.4354547152,496.534109394382,3491.88339484203,20877.6862300299,-133.214917428139,-936.835857419618
2.83333333333333,"p",196708,NA,2.83333333333333,NA,NA,NA,NA,-19588.0673293622,496.534109394382,3491.88339484203,20788.5153321259,-133.214917428139,-936.835857419618
2.91666666666667,"p",196708,NA,2.91666666666667,NA,NA,NA,NA,-19255.6992040091,496.534109394382,3491.88339484203,20699.3444342219,-133.214917428139,-936.835857419618
3,"p",196708,NA,3,NA,NA,NA,NA,-18923.3310786561,496.534109394382,3491.88339484203,20610.173536318,-133.214917428139,-936.835857419618
3.08333333333333,"p",196708,NA,3.08333333333333,NA,NA,NA,NA,-18590.9629533031,496.534109394382,3491.88339484203,20521.002638414,-133.214917428139,-936.835857419618
3.16666666666667,"p",196708,NA,3.16666666666667,NA,NA,NA,NA,-18258.5948279501,496.53410939301,3491.88339483238,20431.83174051,-133.214917429042,-936.835857425969
3.25,"p",196708,NA,3.25,NA,NA,NA,NA,-17926.2267094376,496.533993511894,3491.88257953437,20342.6608381064,-133.214993653588,-936.836393714563
3.33333333333333,"p",196708,NA,3.33333333333333,NA,NA,NA,NA,-17594.4362350399,486.745231609551,3423.03786769261,20253.1099716333,-139.6538678898,-982.121226035517
3.35,"o",196708,2020-01-06 20:11:00,3.35,"2",4,-17532.5194560763,20232.2783793777,-17532.9694674774,401.893849252052,2826.32437961626,20231.982369847,-195.467604623747,-1374.62879166088
3.41666666666667,"p",196708,NA,3.41666666666667,NA,NA,NA,NA,-17362.8509946048,307.264420989949,2160.84156232642,20097.6458767322,-257.713166800357,-1812.37160424922
3.5,"p",196708,NA,3.5,NA,NA,NA,NA,-17157.1821091559,307.253589237953,2160.76536529287,19925.134462458,-257.720291735008,-1812.42172530857
3.58333333333333,"p",196708,NA,3.58333333333333,NA,NA,NA,NA,-16951.5138630233,307.253589109692,2160.76536439027,19752.6226276529,-257.720291819155,-1812.42172590073
3.66666666666667,"p",196708,NA,3.66666666666667,NA,NA,NA,NA,-16745.8456170623,307.253586331941,2160.76534484556,19580.1107938365,-257.720274986326,-1812.4216074622
3.75,"p",196708,NA,3.75,NA,NA,NA,NA,-16540.1912185228,307.018943035552,2159.11496789001,19407.6828737426,-256.298364599944,-1802.42051997896
3.78333333333333,"o",196708,2020-01-06 20:37:00,3.78333333333333,"2",5,-16459.1000036374,19345.8050659298,-16459.2042946591,285.320523861003,2006.52076187287,19346.4370570808,-124.808532726505,-877.717833914485
3.83333333333333,"p",196708,NA,3.83333333333333,NA,NA,NA,NA,-16352.1283234866,263.411734448397,1852.44691749208,19341.8573682306,7.95614819241746,55.9514987158955
3.91666666666667,"p",196708,NA,3.91666666666667,NA,NA,NA,NA,-16175.7925701634,263.879190844356,1855.73478596152,19347.2493098739,7.70526787353108,54.1869943877332
3.95,"o",196708,2020-01-06 20:47:00,3.95,"A",6,-16102.587317592,19347.2475043233,-16102.5872548542,309.351104702254,2175.51617350796,19347.2474535499,-29.0949737882461,-204.610829190576
4,"p",196708,NA,4,NA,NA,NA,NA,-15962.5929206362,355.263889738048,2498.39842703844,19322.8149643543,-66.2520122571067,-465.918181946191
4.08333333333333,"p",196708,NA,4.08333333333333,NA,NA,NA,NA,-15724.7566775095,355.314750196859,2498.75618347126,19278.4423194762,-66.2931734287304,-466.207712836691
4.16666666666667,"p",196708,NA,4.16666666666667,NA,NA,NA,NA,-15486.9174326696,355.314750796525,2498.75618769092,19234.067245323,-66.293173918021,-466.207716279677
4.25,"p",196708,NA,4.25,NA,NA,NA,NA,-15249.078199903,355.314545665696,2498.75474446391,19189.6921610827,-66.2933443135885,-466.208915121832
4.33333333333333,"p",196708,NA,4.33333333333333,NA,NA,NA,NA,-15012.2615032024,337.986641113575,2376.88697327758,19144.4676891537,-80.6870750443636,-567.440537095482
4.35,"o",196708,2020-01-06 21:11:00,4.35,"3",7,-14972.8004483076,19128.8586222725,-14973.5567106456,187.784126303798,1320.59461787011,19128.2304195708,-205.455453514718,-1444.86848523422
4.41666666666667,"p",196708,NA,4.41666666666667,NA,NA,NA,NA,-14952.8264556878,20.2726762240064,142.567932359121,18951.8980095405,-344.60180554579,-2423.41721014842
4.5,"p",196708,NA,4.5,NA,NA,NA,NA,-14939.2681114804,20.2535020356257,142.43304962954,18721.2200340146,-344.617732924874,-2423.52925287603
4.58333333333333,"p",196708,NA,4.58333333333333,NA,NA,NA,NA,-14925.7108989803,20.2535018086382,142.433048032182,18490.5411184161,-344.617733113425,-2423.52925420291
4.66666666666667,"p",196708,NA,4.66666666666667,NA,NA,NA,NA,-14912.1536864935,20.2535018086355,142.433048032163,18259.8622028064,-344.617733113427,-2423.52925420292
4.75,"p",196708,NA,4.75,NA,NA,NA,NA,-14898.5964740068,20.2535018086358,142.433048032165,18029.1832871967,-344.617733113427,-2423.52925420292
4.83333333333333,"p",196708,NA,4.83333333333333,NA,NA,NA,NA,-14885.0392615186,20.2535018336599,142.433048208278,17798.5043715884,-344.617733089287,-2423.52925403303
4.91666666666667,"p",196708,NA,4.91666666666667,NA,NA,NA,NA,-14871.481924258,20.255615679589,142.447919368897,17567.8255763434,-344.615693942016,-2423.51490838647
